MMS ID,Title,Representation ID,TIFF Filename,S3 Path,File Size (MB),Recommended Action,Status
991011546755504641,"""Presbyterian church, Brooklyn, Iowa [003]""",12317927320004641,grinnell_18271_OBJ.tiff,01GCL_INST/storage/alma/F5/60/76/DB/12/FB/41/2E/33/4E/7C/B3/88/C2/59/EB/grinnell_18271_OBJ.tiff,36.71,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829204641,"""Thompson's Bend, Union Park, Des Moines, Iowa""",12317927450004641,grinnell_18887_OBJ.tiff,01GCL_INST/storage/alma/16/B7/0E/68/66/74/B4/AC/C6/42/44/DD/8E/98/0E/7A/grinnell_18887_OBJ.tiff,19.29,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829304641,"""Union Park, Des Moines, Iowa""",12317927470004641,grinnell_18885_OBJ.tiff,01GCL_INST/storage/alma/1D/EC/B6/28/E8/27/B2/BB/2B/34/10/4E/61/89/A0/93/grinnell_18885_OBJ.tiff,19.41,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829404641,"""Drive in Union Park, Des Moines, Iowa""",12317927490004641,grinnell_18829_OBJ.tiff,01GCL_INST/storage/alma/21/94/40/76/F6/C6/7A/99/7A/65/0D/50/73/BE/85/CA/grinnell_18829_OBJ.tiff,18.35,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829504641,"""Birdland at Union Park, Des Moines, Iowa""",12317927510004641,grinnell_18828_OBJ.tiff,01GCL_INST/storage/alma/A1/8D/88/41/83/48/45/F6/6B/D0/49/85/93/03/00/AF/grinnell_18828_OBJ.tiff,19.38,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829704641,"""New s. & l. building, Des Moines, Iowa""",12317927530004641,grinnell_18815_OBJ.tiff,01GCL_INST/storage/alma/B0/89/2D/52/9A/C2/48/16/49/70/22/FE/51/A6/3C/4E/grinnell_18815_OBJ.tiff,19.78,Create JPG derivative and set as primary,Manual JPG creation needed
991011546828704641,"""Walnut Street at night, Des Moines, Iowa""",12317927550004641,grinnell_18902_OBJ.tiff,01GCL_INST/storage/alma/97/8C/07/77/1A/F1/F3/F6/CF/E0/90/38/0E/89/54/CB/grinnell_18902_OBJ.tiff,2.28,Create JPG derivative and set as primary,Manual JPG creation needed
991011546828804641,"""Walnut Street at night, Des Moines, Iowa""",12317927570004641,grinnell_18901_OBJ.tiff,01GCL_INST/storage/alma/2E/E0/55/AA/9B/D4/6E/DD/36/8E/57/32/C2/3C/F5/52/grinnell_18901_OBJ.tiff,18.64,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829004641,"""University Church of Christ, Des Moines, Iowa""",12317927590004641,grinnell_18889_OBJ.tiff,01GCL_INST/storage/alma/FE/56/6B/E9/AC/7B/90/99/1F/04/03/E1/77/50/F0/66/grinnell_18889_OBJ.tiff,19.78,Create JPG derivative and set as primary,Manual JPG creation needed
991011546829104641,"""View in Union Park, Des Moines, Iowa""",12317927610004641,grinnell_18888_OBJ.tiff,01GCL_INST/storage/alma/8B/16/73/93/A1/FD/08/CE/F6/1B/20/3C/AC/33/2F/3F/grinnell_18888_OBJ.tiff,18.96,Create JPG derivative and set as primary,Manual JPG creation needed
991011546765404641,"""Kretz Cafeteria interior, Dubuque, Iowa""",12317927630004641,grinnell_16926_OBJ.tiff,01GCL_INST/storage/alma/AE/64/C1/64/E1/11/FD/13/BB/73/EA/4E/79/D9/67/FA/grinnell_16926_OBJ.tiff,38.44,Create JPG derivative and set as primary,Manual JPG creation needed
991011546763104641,"""Cross Roads Motel, De Witt, Iowa""",12317927670004641,grinnell_16949_OBJ.tiff,01GCL_INST/storage/alma/7C/51/5E/07/98/5C/F3/B8/ED/DC/9C/18/D7/76/A5/DB/grinnell_16949_OBJ.tiff,37.28,Create JPG derivative and set as primary,Manual JPG creation needed
991011546763204641,"""Homestead with horses and plow, De Witt, Iowa""",12317927690004641,grinnell_16948_OBJ.tiff,01GCL_INST/storage/alma/41/B1/2B/A1/20/55/19/CF/37/61/BC/D3/38/41/56/F4/grinnell_16948_OBJ.tiff,38.1,Create JPG derivative and set as primary,Manual JPG creation needed
991011546763304641,"""U.S. post office, De Witt, Iowa""",12317927710004641,grinnell_16947_OBJ.tiff,01GCL_INST/storage/alma/F9/0A/E3/22/24/EB/D1/9E/53/61/E0/1F/27/8D/7F/E4/grinnell_16947_OBJ.tiff,38.41,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756504641,"""Congregational church, Maquoketa, iowa""",12317928350004641,grinnell_18261_OBJ.tiff,01GCL_INST/storage/alma/28/D6/A8/B8/7E/15/83/5D/AD/03/AA/0C/17/58/53/0D/grinnell_18261_OBJ.tiff,38.14,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756604641,"""Presbyterian church, Malcom, Iowa""",12317928370004641,grinnell_18260_OBJ.tiff,01GCL_INST/storage/alma/2E/D5/06/47/C0/C7/4A/FD/CA/19/BF/87/96/36/B8/13/grinnell_18260_OBJ.tiff,38.13,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756704641,"""Jake Rowland residence, Hartwick, Iowa""",12317928390004641,grinnell_18259_OBJ.tiff,01GCL_INST/storage/alma/A5/C9/33/39/06/0C/FE/0E/B5/F1/EB/11/05/D4/23/C1/grinnell_18259_OBJ.tiff,33.06,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756804641,"""View of Guernsey, Iowa""",12317928410004641,grinnell_18258_OBJ.tiff,01GCL_INST/storage/alma/DA/00/24/C0/19/31/DE/ED/F6/B8/7E/2D/3E/37/FD/BB/grinnell_18258_OBJ.tiff,38.7,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756904641,"""Main Street, Deep River, Iowa""",12317928430004641,grinnell_18257_OBJ.tiff,01GCL_INST/storage/alma/8F/54/B4/26/95/1B/93/80/55/5C/64/70/15/54/18/99/grinnell_18257_OBJ.tiff,36.71,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757004641,"""Christian church, Deep River, Iowa""",12317928450004641,grinnell_18256_OBJ.tiff,01GCL_INST/storage/alma/AC/47/0E/BF/E9/1A/85/1A/58/11/73/4A/A0/12/62/FB/grinnell_18256_OBJ.tiff,38.83,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757104641,"""Celebration on Main Street, Deep River, Iowa""",12317928470004641,grinnell_18255_OBJ.tiff,01GCL_INST/storage/alma/16/41/24/96/D9/6C/5D/95/0E/FB/DC/5C/05/BC/A0/65/grinnell_18255_OBJ.tiff,39.11,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757204641,"""Soldier's reunion, 10th, 28th, 40th Iowa Infantry, 1910, Montezuma, Iowa""",12317928490004641,grinnell_18254_OBJ.tiff,01GCL_INST/storage/alma/FE/6C/BB/E8/0D/0C/48/41/82/2F/9C/48/AA/2B/13/A0/grinnell_18254_OBJ.tiff,37.98,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757304641,"""Methodist church, Montezuma, Iowa""",12317928510004641,grinnell_18253_OBJ.tiff,01GCL_INST/storage/alma/43/A9/B2/98/F9/F5/25/49/96/0F/A6/DD/C3/86/69/CD/grinnell_18253_OBJ.tiff,37.67,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757404641,"""School house, Searsboro, Iowa""",12317928530004641,grinnell_18252_OBJ.tiff,01GCL_INST/storage/alma/9D/A0/E1/98/5E/D5/48/CE/34/8B/02/68/85/43/3A/C8/grinnell_18252_OBJ.tiff,37.63,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757504641,"""High school, Searsboro, Iowa""",12317928550004641,grinnell_18251_OBJ.tiff,01GCL_INST/storage/alma/95/A9/B9/50/98/76/B5/6B/06/E4/11/51/94/F2/70/1F/grinnell_18251_OBJ.tiff,37.43,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757604641,"""East side Main Street, Searsboro, Iowa""",12317928570004641,grinnell_18250_OBJ.tiff,01GCL_INST/storage/alma/A6/A9/A6/14/ED/FF/F0/F6/1D/A6/F2/10/B3/A2/17/3D/grinnell_18250_OBJ.tiff,36.4,Create JPG derivative and set as primary,Manual JPG creation needed
991011546755704641,"""Oklahoma Street East, Brooklyn, Iowa""",12317928590004641,grinnell_18269_OBJ.tiff,01GCL_INST/storage/alma/DB/A3/F0/01/E4/87/FC/7E/76/E3/CD/59/D3/1D/D7/20/grinnell_18269_OBJ.tiff,38.08,Create JPG derivative and set as primary,Manual JPG creation needed
991011546755804641,"""Deep River High School, Deep River, Iowa""",12317928610004641,grinnell_18268_OBJ.tiff,01GCL_INST/storage/alma/7B/89/41/F0/C5/F7/D4/03/1D/6F/08/E7/E8/3C/8C/C7/grinnell_18268_OBJ.tiff,36.71,Create JPG derivative and set as primary,Manual JPG creation needed
991011546755904641,"""View of home, Deep River, Iowa [002]""",12317928630004641,grinnell_18267_OBJ.tiff,01GCL_INST/storage/alma/4A/DF/AF/A0/0E/AB/3E/F0/A1/2F/E6/36/89/A2/01/47/grinnell_18267_OBJ.tiff,38.83,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756004641,"""View of home, Deep River, Iowa [001]""",12317928650004641,grinnell_18266_OBJ.tiff,01GCL_INST/storage/alma/39/43/EC/92/4E/1F/F1/DB/13/97/8B/E0/D8/12/D7/F1/grinnell_18266_OBJ.tiff,39.11,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756104641,"""Greetings from Deep River, Iowa""",12317928670004641,grinnell_18265_OBJ.tiff,01GCL_INST/storage/alma/DA/9A/EF/E0/C4/F2/72/9A/E1/44/D3/EE/43/97/9B/4B/grinnell_18265_OBJ.tiff,36.71,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756204641,"""Presbyterian church, Montezuma, Iowa [002]""",12317928690004641,grinnell_18264_OBJ.tiff,01GCL_INST/storage/alma/77/4E/03/B8/0A/BF/D3/97/01/0B/32/7F/35/DA/99/3A/grinnell_18264_OBJ.tiff,37.67,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756304641,"""County jail and sheriff's home, Montezuma, Iowa""",12317928710004641,grinnell_18263_OBJ.tiff,01GCL_INST/storage/alma/DC/49/61/CE/BD/C5/37/FE/67/7B/37/97/99/A1/14/4A/grinnell_18263_OBJ.tiff,38.67,Create JPG derivative and set as primary,Manual JPG creation needed
991011546756404641,"""Residential street, Montezuma, Iowa""",12317928730004641,grinnell_18262_OBJ.tiff,01GCL_INST/storage/alma/8F/55/51/64/B2/66/BD/D3/AF/0E/E1/FD/BE/E8/B7/5D/grinnell_18262_OBJ.tiff,37.11,Create JPG derivative and set as primary,Manual JPG creation needed
991011546758504641,"""The dedication of the sanitorium, Nevada, Iowa""",12317928790004641,grinnell_18180_OBJ.tiff,01GCL_INST/storage/alma/9D/DD/D3/7E/F6/34/B7/2E/17/77/13/8A/DE/EA/19/FA/grinnell_18180_OBJ.tiff,36.36,Create JPG derivative and set as primary,Manual JPG creation needed
991011546758104641,"""Main Street, Montezuma, Iowa [002]""",12317928930004641,grinnell_18245_OBJ.tiff,01GCL_INST/storage/alma/34/C4/D6/E9/6D/63/71/52/35/C6/E0/E5/02/9F/FF/72/grinnell_18245_OBJ.tiff,41.16,Create JPG derivative and set as primary,Manual JPG creation needed
991011546758204641,"""City park, Montezuma, Iowa""",12317928950004641,grinnell_18244_OBJ.tiff,01GCL_INST/storage/alma/B1/F4/A4/CA/F1/BD/5B/92/6B/5F/24/FD/4E/43/FD/35/grinnell_18244_OBJ.tiff,38.43,Create JPG derivative and set as primary,Manual JPG creation needed
991011546758304641,"""High school, Montezuma, Iowa [004]""",12317928970004641,grinnell_18243_OBJ.tiff,01GCL_INST/storage/alma/95/8E/8F/5E/6C/FA/95/20/DB/C9/29/4B/47/FC/8A/28/grinnell_18243_OBJ.tiff,36.09,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757704641,"""Sawmill, Searsboro, Iowa""",12317929030004641,grinnell_18249_OBJ.tiff,01GCL_INST/storage/alma/56/FB/4F/1E/91/6F/89/11/C5/70/E6/1E/E3/0D/F2/37/grinnell_18249_OBJ.tiff,37.19,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757804641,"""First National Bank building, Montezuma, Iowa""",12317929050004641,grinnell_18248_OBJ.tiff,01GCL_INST/storage/alma/BD/FF/76/F8/8F/07/09/0E/35/68/A3/77/6B/76/C7/0E/grinnell_18248_OBJ.tiff,38.95,Create JPG derivative and set as primary,Manual JPG creation needed
991011546757904641,"""Court house, Montezuma, Iowa [002]""",12317929070004641,grinnell_18247_OBJ.tiff,01GCL_INST/storage/alma/69/8B/09/94/D7/D4/CF/72/F7/FE/48/47/F0/EB/10/DB/grinnell_18247_OBJ.tiff,38.43,Create JPG derivative and set as primary,Manual JPG creation needed
991011546758004641,"""From court house square, Montezuma, Iowa""",12317929090004641,grinnell_18246_OBJ.tiff,01GCL_INST/storage/alma/45/56/03/C8/1D/A8/FD/61/29/C7/8F/F0/67/CB/73/1F/grinnell_18246_OBJ.tiff,38.08,Create JPG derivative and set as primary,Manual JPG creation needed
991011546770204641,"""North Main Street, Earlham, Iowa""",12317930030004641,grinnell_16811_OBJ.tiff,01GCL_INST/storage/alma/89/FB/4C/D1/47/48/12/29/37/63/7A/64/8A/6A/79/1F/grinnell_16811_OBJ.tiff,38.08,Create JPG derivative and set as primary,Manual JPG creation needed
991011546770304641,"""Chestnut Street, Earlham, Iowa""",12317930050004641,grinnell_16810_OBJ.tiff,01GCL_INST/storage/alma/67/40/1F/EE/57/E6/E8/59/73/1B/9E/A7/A3/D4/6F/A1/grinnell_16810_OBJ.tiff,38.46,Create JPG derivative and set as primary,Manual JPG creation needed
991011546770404641,"""Chestnut Street South, Earlham, Iowa""",12317930070004641,grinnell_16809_OBJ.tiff,01GCL_INST/storage/alma/79/99/05/C0/DF/9C/59/C9/13/03/6B/58/A9/A9/5E/25/grinnell_16809_OBJ.tiff,38.19,Create JPG derivative and set as primary,Manual JPG creation needed
991011546770504641,"""Earlham Academy, Earlham, Iowa""",12317930090004641,grinnell_16808_OBJ.tiff,01GCL_INST/storage/alma/16/67/BD/CC/0B/CD/0D/64/AE/F7/B8/C5/FF/64/8D/5B/grinnell_16808_OBJ.tiff,38.41,Create JPG derivative and set as primary,Manual JPG creation needed
991011546767504641,"""Looking southwest at Dewar, Iowa""",12317930490004641,grinnell_16845_OBJ.tiff,01GCL_INST/storage/alma/37/13/06/D2/F5/3F/5F/D7/B4/B0/70/F7/14/EC/CB/2A/grinnell_16845_OBJ.tiff,36.27,Create JPG derivative and set as primary,Manual JPG creation needed
991011546769404641,"""Post office, Dunlap, Iowa""",12317930530004641,grinnell_16820_OBJ.tiff,01GCL_INST/storage/alma/05/BB/61/A2/96/B9/6D/E5/9A/90/76/6D/E2/26/31/D8/grinnell_16820_OBJ.tiff,37.15,Create JPG derivative and set as primary,Manual JPG creation needed
991011546767604641,"""Looking southeast at Dewar, Iowa""",12317930550004641,grinnell_16844_OBJ.tiff,01GCL_INST/storage/alma/57/90/41/D1/8F/C4/29/4A/7F/3F/22/51/C8/37/5A/CC/grinnell_16844_OBJ.tiff,36.97,Create JPG derivative and set as primary,Manual JPG creation needed
991011546769604641,"""High school building, Durant, Iowa""",12317930610004641,grinnell_16818_OBJ.tiff,01GCL_INST/storage/alma/3B/81/78/B0/7D/CD/60/8A/A7/BB/92/A6/4C/85/3B/25/grinnell_16818_OBJ.tiff,38.86,Create JPG derivative and set as primary,Manual JPG creation needed
991011546769904641,"""Electric light plant, Earlham, Iowa""",12317930670004641,grinnell_16814_OBJ.tiff,01GCL_INST/storage/alma/94/D8/06/5E/6B/95/C1/A5/AE/8A/A3/D1/6B/81/F4/73/grinnell_16814_OBJ.tiff,38.24,Create JPG derivative and set as primary,Manual JPG creation needed
991011546770004641,"""Junkin and Moreland /""Machine Shop/"", Earlham, Iowa""",12317930690004641,grinnell_16813_OBJ.tiff,01GCL_INST/storage/alma/86/05/65/82/D7/A2/96/77/B8/FD/85/86/51/05/00/8C/grinnell_16813_OBJ.tiff,36.35,Create JPG derivative and set as primary,Manual JPG creation needed
